timestamp,server_id,cpu_utilization,memory_utilization,network_utilization,disk_utilization
2024-01-23 13:00:00,server_002,47.78,61.62,28.65,38.47
2024-01-23 14:00:00,server_002,43.41,59.44,13.88,37.94
2024-01-23 15:00:00,server_002,46.3,60.89,14.58,23.0
2024-01-23 16:00:00,server_002,48.01,61.74,34.72,28.62
2024-01-23 17:00:00,server_002,51.08,63.28,28.25,34.14
2024-01-23 18:00:00,server_002,31.72,44.89,12.87,18.24
2024-01-23 19:00:00,server_002,46.96,52.51,13.62,34.61
2024-01-23 20:00:00,server_002,33.37,45.71,31.89,11.65
2024-01-23 21:00:00,server_002,39.6,48.83,5.1,24.44
2024-01-23 22:00:00,server_002,22.6,31.62,16.93,23.5
2024-01-23 23:00:00,server_002,26.96,33.8,0.0,10.84
2024-01-24 00:00:00,server_002,19.64,30.14,24.65,16.72
2024-01-24 01:00:00,server_002,23.99,32.31,24.05,19.31
2024-01-24 02:00:00,server_002,22.03,31.33,20.3,10.58
2024-01-24 03:00:00,server_002,10.09,25.37,0.0,22.26
2024-01-24 04:00:00,server_002,26.75,33.69,19.1,31.73
2024-01-24 05:00:00,server_002,26.21,33.43,7.13,16.82
2024-01-24 06:00:00,server_002,25.33,32.99,0.0,19.98
2024-01-24 07:00:00,server_002,38.21,48.14,13.68,8.86
2024-01-24 08:00:00,server_002,32.87,45.46,12.25,25.61
2024-01-24 09:00:00,server_002,39.06,57.26,7.3,22.92
2024-01-24 10:00:00,server_002,34.81,55.14,16.68,22.45
2024-01-24 11:00:00,server_002,44.46,59.96,24.94,28.66
2024-01-24 12:00:00,server_002,43.69,59.58,39.6,37.47
2024-01-24 13:00:00,server_002,48.95,62.21,19.62,38.58
2024-01-24 14:00:00,server_002,51.83,63.65,31.23,46.08
2024-01-24 15:00:00,server_002,47.6,61.53,27.45,27.3
2024-01-24 16:00:00,server_002,49.89,62.68,26.67,43.23
2024-01-24 17:00:00,server_002,38.07,56.77,24.32,31.06
2024-01-24 18:00:00,server_002,36.35,47.2,23.21,14.08
2024-01-24 19:00:00,server_002,53.21,59.63,14.83,33.57
2024-01-24 20:00:00,server_002,39.09,48.57,9.28,23.59
2024-01-24 21:00:00,server_002,30.44,44.25,21.2,35.8
2024-01-24 22:00:00,server_002,23.59,32.11,17.69,27.68
2024-01-24 23:00:00,server_002,28.51,34.58,8.12,16.94
2024-01-25 00:00:00,server_002,26.41,33.53,5.82,11.89
2024-01-25 01:00:00,server_002,30.15,35.4,7.85,21.14
2024-01-25 02:00:00,server_002,20.95,30.8,0.0,21.19
2024-01-25 03:00:00,server_002,19.54,30.09,0.12,20.79
2024-01-25 04:00:00,server_002,23.91,32.28,10.56,30.51
2024-01-25 05:00:00,server_002,21.27,30.95,23.52,2.48
2024-01-25 06:00:00,server_002,17.36,29.0,22.37,9.39
2024-01-25 07:00:00,server_002,20.12,39.09,8.6,25.27
2024-01-25 08:00:00,server_002,34.16,46.11,3.12,15.95
2024-01-25 09:00:00,server_002,54.62,65.05,39.71,41.09
2024-01-25 10:00:00,server_002,44.14,59.8,25.89,16.67
2024-01-25 11:00:00,server_002,38.63,57.05,22.62,38.52
2024-01-25 12:00:00,server_002,65.31,74.39,37.07,42.95
2024-01-25 13:00:00,server_002,37.31,56.39,18.78,25.42
2024-01-25 14:00:00,server_002,37.19,56.33,21.48,34.15
2024-01-25 15:00:00,server_002,53.4,64.44,43.89,24.38
2024-01-25 16:00:00,server_002,45.26,60.37,21.02,21.0
2024-01-25 17:00:00,server_002,35.61,55.54,17.49,30.15
2024-01-25 18:00:00,server_002,35.57,46.81,0.0,21.43
2024-01-25 19:00:00,server_002,30.12,44.09,16.16,31.21
2024-01-25 20:00:00,server_002,30.97,44.51,29.27,31.99
2024-01-25 21:00:00,server_002,34.01,46.03,30.81,24.87
2024-01-25 22:00:00,server_002,19.63,30.14,11.19,19.83
2024-01-25 23:00:00,server_002,24.44,32.54,20.78,20.19
2024-01-26 00:00:00,server_002,21.24,30.94,17.76,14.26
2024-01-26 01:00:00,server_002,17.65,29.15,1.4,21.87
2024-01-26 02:00:00,server_002,31.85,40.24,24.01,4.44
2024-01-26 03:00:00,server_002,23.49,32.06,24.57,12.68
2024-01-26 04:00:00,server_002,11.3,25.97,0.0,11.1
2024-01-26 05:00:00,server_002,24.76,32.7,27.81,10.55
2024-01-26 06:00:00,server_002,21.51,31.07,33.6,10.16
2024-01-26 07:00:00,server_002,53.02,59.54,44.58,14.06
2024-01-26 08:00:00,server_002,31.06,44.56,17.12,19.84
2024-01-26 09:00:00,server_002,61.09,72.28,26.42,25.71
2024-01-26 10:00:00,server_002,43.83,59.65,20.97,30.95
2024-01-26 11:00:00,server_002,43.9,59.69,22.62,15.22
2024-01-26 12:00:00,server_002,36.05,55.76,30.38,40.39
2024-01-26 13:00:00,server_002,35.71,55.59,13.73,35.35
2024-01-26 14:00:00,server_002,43.04,59.26,38.81,22.32
2024-01-26 15:00:00,server_002,42.98,59.22,21.43,30.31
2024-01-26 16:00:00,server_002,41.45,58.46,8.29,28.47
2024-01-26 17:00:00,server_002,37.94,56.7,15.43,17.9
2024-01-26 18:00:00,server_002,28.46,43.26,34.61,17.3
2024-01-26 19:00:00,server_002,37.37,47.71,11.76,18.66
2024-01-26 20:00:00,server_002,41.55,49.8,18.53,15.95
2024-01-26 21:00:00,server_002,38.85,48.45,28.14,15.66
2024-01-26 22:00:00,server_002,19.93,30.29,18.74,19.08
2024-01-26 23:00:00,server_002,19.97,30.31,25.83,10.54
2024-01-27 00:00:00,server_002,23.01,27.76,5.46,2.49
2024-01-27 01:00:00,server_002,14.69,23.6,0.0,0.0
2024-01-27 02:00:00,server_002,20.95,26.73,18.52,8.85
2024-01-27 03:00:00,server_002,17.61,25.06,25.33,15.28
2024-01-27 04:00:00,server_002,20.22,26.37,6.11,13.76
2024-01-27 05:00:00,server_002,18.61,25.56,18.67,9.09
2024-01-27 06:00:00,server_002,18.1,25.31,1.0,9.19
2024-01-27 07:00:00,server_002,23.05,34.75,12.02,11.4
2024-01-27 08:00:00,server_002,29.62,38.03,13.32,28.58
2024-01-27 09:00:00,server_002,35.84,48.11,17.97,19.88
2024-01-27 10:00:00,server_002,31.9,46.14,34.36,22.02
2024-01-27 11:00:00,server_002,36.61,48.49,13.52,38.71
2024-01-27 12:00:00,server_002,39.72,50.05,30.66,30.92
2024-01-27 13:00:00,server_002,30.56,45.47,12.05,31.3
2024-01-27 14:00:00,server_002,44.2,52.29,17.77,49.28
2024-01-27 15:00:00,server_002,23.99,42.18,14.97,9.44
2024-01-27 16:00:00,server_002,28.04,44.21,22.73,16.97
2024-01-27 17:00:00,server_002,27.85,44.12,14.71,26.84
2024-01-27 18:00:00,server_002,34.28,40.36,32.0,24.38
2024-01-27 19:00:00,server_002,51.13,52.79,26.84,21.94
2024-01-27 20:00:00,server_002,46.02,50.23,34.99,29.2
2024-01-27 21:00:00,server_002,43.88,49.16,38.89,29.27
2024-01-27 22:00:00,server_002,13.91,23.21,27.68,17.29
2024-01-27 23:00:00,server_002,22.78,27.65,0.0,0.0
2024-01-28 00:00:00,server_002,11.04,21.77,2.03,25.6
2024-01-28 01:00:00,server_002,11.28,21.89,0.0,12.74
2024-01-28 02:00:00,server_002,16.16,24.33,16.99,0.54
2024-01-28 03:00:00,server_002,6.64,19.57,12.44,9.65
2024-01-28 04:00:00,server_002,41.36,40.93,30.93,18.11
2024-01-28 05:00:00,server_002,16.47,24.49,2.48,6.78
2024-01-28 06:00:00,server_002,17.45,24.98,0.0,10.73
2024-01-28 07:00:00,server_002,32.13,39.29,28.32,25.87
2024-01-28 08:00:00,server_002,26.97,36.71,25.23,21.0
2024-01-28 09:00:00,server_002,31.4,45.89,24.86,20.13
2024-01-28 10:00:00,server_002,33.58,46.98,22.08,23.2
2024-01-28 11:00:00,server_002,38.19,49.28,16.63,13.08
2024-01-28 12:00:00,server_002,35.49,47.94,31.92,13.75
2024-01-28 13:00:00,server_002,58.66,63.52,39.4,16.87
2024-01-28 14:00:00,server_002,32.89,46.63,11.83,15.59
2024-01-28 15:00:00,server_002,35.77,48.07,19.82,26.41
2024-01-28 16:00:00,server_002,39.38,49.88,25.9,32.75
2024-01-28 17:00:00,server_002,54.59,61.48,33.18,26.65
2024-01-28 18:00:00,server_002,27.59,37.02,10.74,17.03
2024-01-28 19:00:00,server_002,26.87,36.66,1.85,8.61
2024-01-28 20:00:00,server_002,31.75,39.1,42.58,17.86
2024-01-28 21:00:00,server_002,17.34,31.89,10.32,15.88
2024-01-28 22:00:00,server_002,13.91,23.21,0.0,7.65
2024-01-28 23:00:00,server_002,31.66,32.09,23.16,10.58
2024-01-29 00:00:00,server_002,26.65,33.65,5.73,8.47
2024-01-29 01:00:00,server_002,28.65,34.64,13.55,15.69
2024-01-29 02:00:00,server_002,23.61,32.12,0.0,20.19
2024-01-29 03:00:00,server_002,21.08,30.86,27.25,23.3
2024-01-29 04:00:00,server_002,29.36,35.0,21.59,28.29
2024-01-29 05:00:00,server_002,24.33,32.48,16.14,9.69
2024-01-29 06:00:00,server_002,25.42,33.03,12.27,13.49
2024-01-29 07:00:00,server_002,36.48,47.27,7.48,10.2
2024-01-29 08:00:00,server_002,33.65,45.85,33.71,18.11
2024-01-29 09:00:00,server_002,42.37,58.92,16.38,17.29
2024-01-29 10:00:00,server_002,42.02,58.75,21.93,29.24
2024-01-29 11:00:00,server_002,47.27,61.37,30.35,36.02
2024-01-29 12:00:00,server_002,41.75,58.61,18.98,35.7
2024-01-29 13:00:00,server_002,39.2,57.34,27.15,43.19
2024-01-29 14:00:00,server_002,35.1,55.29,14.25,25.07
2024-01-29 15:00:00,server_002,45.53,60.5,45.68,32.95
2024-01-29 16:00:00,server_002,36.47,55.97,3.93,33.6
2024-01-29 17:00:00,server_002,42.22,58.84,24.34,35.79
2024-01-29 18:00:00,server_002,36.54,47.3,18.67,12.73
2024-01-29 19:00:00,server_002,34.38,46.22,17.46,20.74
2024-01-29 20:00:00,server_002,35.67,46.86,32.45,35.95
2024-01-29 21:00:00,server_002,28.82,43.44,11.17,21.6
2024-01-29 22:00:00,server_002,20.53,30.58,16.39,16.37
2024-01-29 23:00:00,server_002,30.19,35.41,28.46,21.51
2024-01-30 00:00:00,server_002,19.26,29.95,21.24,30.97
2024-01-30 01:00:00,server_002,27.81,34.22,15.45,11.73
2024-01-30 02:00:00,server_002,41.24,44.94,27.96,16.79
2024-01-30 03:00:00,server_002,17.47,29.06,5.85,4.78
2024-01-30 04:00:00,server_002,48.55,48.6,27.28,34.63
2024-01-30 05:00:00,server_002,27.27,33.96,13.99,26.48
2024-01-30 06:00:00,server_002,22.18,31.41,10.16,12.27
2024-01-30 07:00:00,server_002,31.92,44.99,22.87,28.2
2024-01-30 08:00:00,server_002,35.27,46.66,28.58,22.09
2024-01-30 09:00:00,server_002,47.31,61.39,20.14,27.55
2024-01-30 10:00:00,server_002,29.66,52.56,26.62,41.05
2024-01-30 11:00:00,server_002,29.43,52.45,8.82,24.23
2024-01-30 12:00:00,server_002,33.92,54.69,20.58,22.32
2024-01-30 13:00:00,server_002,47.23,61.35,25.07,34.3
2024-01-30 14:00:00,server_002,38.61,57.04,24.73,33.29
2024-01-30 15:00:00,server_002,34.51,54.99,6.43,27.61
2024-01-30 16:00:00,server_002,35.93,55.7,26.26,20.97
2024-01-30 17:00:00,server_002,64.92,74.2,54.43,31.43
2024-01-30 18:00:00,server_002,44.37,51.21,32.0,23.06
2024-01-30 19:00:00,server_002,28.96,43.51,12.42,14.49
2024-01-30 20:00:00,server_002,29.76,43.91,38.67,19.84
2024-01-30 21:00:00,server_002,39.34,48.7,35.22,26.73
2024-01-30 22:00:00,server_002,11.68,26.16,15.02,13.53
2024-01-30 23:00:00,server_002,18.52,29.58,19.92,3.2
2024-01-31 00:00:00,server_002,29.28,34.96,4.5,14.29
2024-01-01 00:00:00,server_003,43.43,44.29,4.74,25.6
2024-01-01 01:00:00,server_003,38.14,41.65,30.84,15.62
2024-01-01 02:00:00,server_003,42.48,43.82,28.92,17.65
2024-01-01 03:00:00,server_003,43.4,44.28,26.61,19.47
2024-01-01 04:00:00,server_003,45.3,45.23,35.65,28.75
2024-01-01 05:00:00,server_003,39.0,42.08,10.03,11.84
2024-01-01 06:00:00,server_003,37.67,41.41,32.11,33.21
2024-01-01 07:00:00,server_003,58.81,61.66,47.54,33.84
2024-01-01 08:00:00,server_003,57.85,61.18,26.01,43.42
2024-01-01 09:00:00,server_003,82.83,87.34,42.1,54.34
2024-01-01 10:00:00,server_003,75.19,79.52,34.29,25.71
2024-01-01 11:00:00,server_003,100.0,99.16,63.92,47.79
2024-01-01 12:00:00,server_003,78.69,81.27,44.79,56.48
2024-01-01 13:00:00,server_003,97.79,94.82,35.45,53.36
2024-01-01 14:00:00,server_003,76.76,80.31,55.49,44.37
2024-01-01 15:00:00,server_003,81.06,82.46,35.64,45.14
2024-01-01 16:00:00,server_003,80.07,81.96,48.39,45.43
2024-01-01 17:00:00,server_003,71.72,77.79,34.84,36.38
2024-01-01 18:00:00,server_003,61.28,62.89,44.18,23.68
2024-01-01 19:00:00,server_003,82.04,77.27,46.42,29.02
2024-01-01 20:00:00,server_003,57.15,60.83,47.71,26.22
2024-01-01 21:00:00,server_003,62.22,63.36,32.61,31.84
2024-01-01 22:00:00,server_003,36.79,40.97,13.87,14.7
2024-01-01 23:00:00,server_003,48.55,46.85,32.97,11.41
2024-01-02 00:00:00,server_003,42.37,43.76,18.43,9.34
2024-01-02 01:00:00,server_003,39.72,42.44,24.14,20.33
2024-01-02 02:00:00,server_003,45.02,45.09,36.98,33.1
2024-01-02 03:00:00,server_003,37.5,41.32,42.21,24.3
2024-01-02 04:00:00,server_003,39.86,42.51,39.2,34.87
2024-01-02 05:00:00,server_003,34.52,39.84,17.38,10.64
2024-01-02 06:00:00,server_003,40.94,43.05,10.53,13.75
2024-01-02 07:00:00,server_003,47.25,55.88,16.84,21.97
2024-01-02 08:00:00,server_003,53.98,59.24,38.99,27.76
2024-01-02 09:00:00,server_003,80.98,82.42,42.43,38.06
2024-01-02 10:00:00,server_003,79.13,81.49,65.37,39.7
2024-01-02 11:00:00,server_003,76.15,80.0,47.73,31.05
2024-01-02 12:00:00,server_003,93.5,92.68,54.84,39.33
2024-01-02 13:00:00,server_003,83.19,83.53,63.08,47.84
2024-01-02 14:00:00,server_003,74.16,79.01,52.22,47.26
2024-01-02 15:00:00,server_003,82.29,83.07,75.73,44.95
2024-01-02 16:00:00,server_003,81.27,82.57,33.29,31.97
2024-01-02 17:00:00,server_003,83.35,83.6,48.17,46.61
2024-01-02 18:00:00,server_003,57.23,60.87,48.29,24.2
2024-01-02 19:00:00,server_003,64.24,64.37,28.28,25.34
2024-01-02 20:00:00,server_003,57.28,60.89,18.38,21.4
2024-01-02 21:00:00,server_003,66.4,65.45,34.67,33.99
2024-01-02 22:00:00,server_003,41.15,43.15,45.36,23.42
2024-01-02 23:00:00,server_003,64.95,59.05,46.8,32.43
2024-01-03 00:00:00,server_003,46.48,45.82,27.94,33.83
2024-01-03 01:00:00,server_003,43.54,44.35,39.68,34.82
2024-01-03 02:00:00,server_003,37.7,41.43,22.32,20.69
2024-01-03 03:00:00,server_003,41.49,43.32,29.48,18.42
2024-01-03 04:00:00,server_003,30.61,37.88,24.71,18.17
2024-01-03 05:00:00,server_003,40.08,42.62,13.85,16.5
2024-01-03 06:00:00,server_003,40.05,42.6,26.25,23.63
2024-01-03 07:00:00,server_003,53.59,59.05,23.15,30.76
2024-01-03 08:00:00,server_003,54.29,59.4,40.01,32.04
2024-01-03 09:00:00,server_003,77.22,80.54,48.7,40.68
2024-01-03 10:00:00,server_003,68.34,76.1,31.22,49.36
2024-01-03 11:00:00,server_003,79.74,81.8,37.33,49.38
2024-01-03 12:00:00,server_003,100.0,96.47,43.07,52.75
2024-01-03 13:00:00,server_003,81.16,82.51,62.51,41.24
2024-01-03 14:00:00,server_003,73.53,78.69,50.58,38.37
2024-01-03 15:00:00,server_003,79.87,81.86,41.35,29.09
2024-01-03 16:00:00,server_003,74.07,78.96,33.93,34.34
2024-01-03 17:00:00,server_003,82.27,83.07,39.36,49.17
2024-01-03 18:00:00,server_003,57.23,60.87,34.95,20.65
2024-01-03 19:00:00,server_003,53.01,58.76,45.1,23.51
2024-01-03 20:00:00,server_003,55.91,60.21,52.36,34.87
2024-01-03 21:00:00,server_003,67.1,65.8,20.41,39.17
2024-01-03 22:00:00,server_003,40.1,42.63,14.11,26.89
2024-01-03 23:00:00,server_003,45.66,45.41,33.62,16.35
2024-01-04 00:00:00,server_003,44.11,44.63,27.22,6.42
2024-01-04 01:00:00,server_003,38.93,42.04,23.31,35.87
2024-01-04 02:00:00,server_003,38.03,41.59,12.91,14.26
2024-01-04 03:00:00,server_003,49.44,47.29,41.13,27.5
2024-01-04 04:00:00,server_003,37.5,41.32,26.09,24.63
2024-01-04 05:00:00,server_003,31.43,38.29,2.34,25.75
2024-01-04 06:00:00,server_003,39.09,42.12,19.4,33.43
2024-01-04 07:00:00,server_003,59.01,61.76,16.95,36.3
2024-01-04 08:00:00,server_003,51.56,58.03,29.93,27.15
2024-01-04 09:00:00,server_003,79.04,81.45,76.18,33.66
2024-01-04 10:00:00,server_003,77.79,80.82,49.57,41.02
2024-01-04 11:00:00,server_003,74.44,79.15,54.77,52.86
2024-01-04 12:00:00,server_003,85.67,84.76,47.35,31.94
2024-01-04 13:00:00,server_003,76.94,80.4,57.24,48.41
2024-01-04 14:00:00,server_003,74.47,79.16,48.83,37.57
2024-01-04 15:00:00,server_003,76.52,80.19,56.4,33.4
2024-01-04 16:00:00,server_003,75.35,79.6,21.71,35.64
2024-01-04 17:00:00,server_003,79.55,81.71,69.94,41.62
2024-01-04 18:00:00,server_003,60.48,62.49,32.05,40.27
2024-01-04 19:00:00,server_003,64.81,64.66,39.6,35.33
2024-01-04 20:00:00,server_003,65.83,65.17,38.13,28.81
2024-01-04 21:00:00,server_003,55.5,60.0,37.9,31.6
2024-01-04 22:00:00,server_003,47.65,46.4,7.05,18.6
2024-01-04 23:00:00,server_003,44.47,44.81,23.2,16.52
2024-01-05 00:00:00,server_003,38.96,42.06,3.21,28.67
2024-01-05 01:00:00,server_003,48.5,46.83,28.26,22.73
2024-01-05 02:00:00,server_003,43.28,44.22,21.49,22.56
2024-01-05 03:00:00,server_003,45.54,45.35,39.09,24.03
2024-01-05 04:00:00,server_003,29.25,37.2,28.14,9.01
2024-01-05 05:00:00,server_003,38.53,41.84,11.64,14.7
2024-01-05 06:00:00,server_003,38.97,42.06,16.84,20.22
2024-01-05 07:00:00,server_003,56.63,60.57,38.25,27.91
2024-01-05 08:00:00,server_003,57.38,60.94,30.65,14.76
2024-01-05 09:00:00,server_003,85.63,84.75,61.95,41.15
2024-01-05 10:00:00,server_003,83.38,83.62,58.16,49.87
2024-01-05 11:00:00,server_003,82.29,83.08,41.08,33.8
2024-01-05 12:00:00,server_003,78.04,80.95,44.18,36.58
2024-01-05 13:00:00,server_003,82.27,83.06,58.28,42.02
2024-01-05 14:00:00,server_003,76.59,80.23,41.13,49.35
2024-01-05 15:00:00,server_003,74.47,79.17,42.41,48.01
2024-01-05 16:00:00,server_003,71.91,77.89,61.64,39.72
2024-01-05 17:00:00,server_003,76.69,80.28,35.61,36.02
2024-01-05 18:00:00,server_003,60.55,62.53,43.48,25.91
2024-01-05 19:00:00,server_003,53.35,58.93,30.72,48.08
2024-01-05 20:00:00,server_003,60.22,62.36,37.89,41.23
2024-01-05 21:00:00,server_003,56.71,60.61,42.36,47.36
2024-01-05 22:00:00,server_003,39.31,42.23,27.6,6.23
2024-01-05 23:00:00,server_003,39.2,42.18,8.35,20.02
2024-01-06 00:00:00,server_003,32.19,34.15,24.92,17.6
2024-01-06 01:00:00,server_003,35.87,35.99,16.57,29.98
2024-01-06 02:00:00,server_003,37.04,36.58,23.99,17.01
2024-01-06 03:00:00,server_003,25.8,30.96,19.3,18.64
2024-01-06 04:00:00,server_003,34.53,35.33,14.5,13.97
2024-01-06 05:00:00,server_003,34.1,35.11,25.13,22.26
2024-01-06 06:00:00,server_003,25.42,30.77,16.22,25.6
2024-01-06 07:00:00,server_003,48.81,50.21,33.4,31.13
2024-01-06 08:00:00,server_003,38.78,45.19,13.84,24.38
2024-01-06 09:00:00,server_003,61.75,64.42,26.44,26.07
2024-01-06 10:00:00,server_003,66.24,66.66,48.92,25.81
2024-01-06 11:00:00,server_003,56.57,61.83,36.14,20.41
2024-01-06 12:00:00,server_003,56.04,61.56,44.91,41.15
2024-01-06 13:00:00,server_003,64.17,65.63,30.93,28.97
2024-01-06 14:00:00,server_003,65.32,66.2,36.15,26.39
2024-01-06 15:00:00,server_003,54.36,60.72,42.71,29.5
2024-01-06 16:00:00,server_003,67.27,67.18,35.0,31.92
2024-01-06 17:00:00,server_003,66.91,67.0,30.93,28.14
2024-01-06 18:00:00,server_003,63.6,61.6,37.55,15.0
2024-01-06 19:00:00,server_003,46.65,49.13,22.2,20.57
2024-01-06 20:00:00,server_003,45.94,48.77,34.38,15.14
2024-01-06 21:00:00,server_003,53.46,52.53,25.66,25.27
2024-01-06 22:00:00,server_003,32.49,34.31,19.09,33.42
2024-01-06 23:00:00,server_003,29.31,32.71,31.08,30.46
2024-01-07 00:00:00,server_003,36.59,36.36,9.65,12.09
2024-01-07 01:00:00,server_003,43.23,39.68,37.23,5.63
2024-01-07 02:00:00,server_003,30.7,33.41,8.93,12.89
2024-01-07 03:00:00,server_003,31.08,33.6,36.74,20.49
2024-01-07 04:00:00,server_003,32.09,34.11,11.55,13.18
2024-01-07 05:00:00,server_003,38.55,37.33,30.72,10.93
2024-01-07 06:00:00,server_003,39.05,37.58,18.34,16.75
2024-01-07 07:00:00,server_003,47.42,49.51,40.3,13.91
2024-01-07 08:00:00,server_003,49.95,50.78,23.83,22.42
2024-01-07 09:00:00,server_003,61.17,64.13,41.0,33.09
2024-01-07 10:00:00,server_003,70.3,68.69,37.5,14.72
2024-01-07 11:00:00,server_003,61.24,64.16,54.69,30.51
2024-01-07 12:00:00,server_003,74.09,70.59,37.0,23.66
2024-01-07 13:00:00,server_003,58.48,62.78,35.2,46.08
2024-01-07 14:00:00,server_003,60.59,63.84,43.27,33.79
2024-01-07 15:00:00,server_003,64.52,65.8,30.41,39.97
2024-01-07 16:00:00,server_003,56.72,61.9,35.33,31.88
2024-01-07 17:00:00,server_003,63.34,65.21,43.85,26.14
2024-01-07 18:00:00,server_003,39.32,45.46,4.97,11.98
2024-01-07 19:00:00,server_003,42.96,47.28,17.92,11.62
2024-01-07 20:00:00,server_003,51.41,51.51,27.75,17.83
2024-01-07 21:00:00,server_003,40.03,45.82,9.63,17.79
2024-01-07 22:00:00,server_003,31.98,34.05,18.82,26.46
2024-01-07 23:00:00,server_003,31.61,33.87,38.04,11.95
2024-01-08 00:00:00,server_003,42.39,43.77,27.33,12.84
2024-01-08 01:00:00,server_003,39.9,42.53,28.33,7.9
2024-01-08 02:00:00,server_003,46.76,45.96,33.23,20.56
2024-01-08 03:00:00,server_003,43.51,44.33,27.61,22.98
2024-01-08 04:00:00,server_003,53.51,49.33,28.14,21.62
2024-01-08 05:00:00,server_003,33.69,39.42,16.31,33.64
2024-01-08 06:00:00,server_003,34.75,39.95,21.74,5.91
2024-01-08 07:00:00,server_003,59.53,62.02,27.51,34.26
2024-01-08 08:00:00,server_003,56.49,60.5,20.5,46.79
2024-01-08 09:00:00,server_003,76.62,80.24,33.48,48.78
2024-01-08 10:00:00,server_003,72.98,78.42,45.04,22.16
2024-01-08 11:00:00,server_003,90.41,91.13,47.84,57.4
2024-01-08 12:00:00,server_003,75.99,79.92,31.35,28.95
2024-01-08 13:00:00,server_003,78.3,81.08,63.43,44.47
2024-01-08 14:00:00,server_003,77.04,80.45,57.42,37.35
2024-01-08 15:00:00,server_003,75.59,79.72,31.69,30.03
2024-01-08 16:00:00,server_003,72.22,78.04,34.87,33.79
2024-01-08 17:00:00,server_003,64.86,74.36,32.98,39.04
2024-01-08 18:00:00,server_003,58.86,61.68,26.25,26.19
2024-01-08 19:00:00,server_003,56.08,60.29,49.3,29.5
2024-01-08 20:00:00,server_003,54.17,59.34,55.02,31.75
2024-01-08 21:00:00,server_003,60.86,62.68,29.39,27.83
2024-01-08 22:00:00,server_003,39.92,42.54,7.24,18.45
2024-01-08 23:00:00,server_003,61.7,57.43,54.76,20.61
2024-01-09 00:00:00,server_003,42.59,43.87,28.9,14.16
2024-01-09 01:00:00,server_003,44.17,44.66,34.85,23.65
2024-01-09 02:00:00,server_003,48.65,46.9,43.3,15.48
2024-01-09 03:00:00,server_003,54.62,49.89,41.01,29.63
2024-01-09 04:00:00,server_003,44.8,44.98,25.65,16.31
2024-01-09 05:00:00,server_003,32.33,38.74,9.55,21.65
2024-01-09 06:00:00,server_003,41.57,43.36,17.39,36.78
2024-01-09 07:00:00,server_003,60.39,62.45,33.48,27.25
2024-01-09 08:00:00,server_003,64.3,64.4,49.83,23.69
2024-01-09 09:00:00,server_003,81.02,82.44,61.7,39.84
2024-01-09 10:00:00,server_003,75.98,79.92,42.07,45.25
2024-01-09 11:00:00,server_003,86.26,85.06,63.2,56.25
2024-01-09 12:00:00,server_003,69.64,76.75,45.15,43.5
2024-01-09 13:00:00,server_003,69.92,76.89,48.01,52.56
2024-01-09 14:00:00,server_003,77.27,80.56,66.31,49.16
2024-01-09 15:00:00,server_003,84.05,83.95,54.61,49.23
2024-01-09 16:00:00,server_003,81.64,82.75,52.94,33.8
2024-01-09 17:00:00,server_003,75.09,79.47,42.68,47.41
2024-01-09 18:00:00,server_003,57.38,60.94,25.71,34.62
2024-01-09 19:00:00,server_003,62.32,63.41,37.37,18.51
2024-01-09 20:00:00,server_003,64.47,64.49,35.56,38.66
2024-01-09 21:00:00,server_003,53.14,58.82,28.88,23.6
2024-01-09 22:00:00,server_003,41.6,43.38,23.77,16.42
2024-01-09 23:00:00,server_003,43.32,44.24,30.76,14.57
2024-01-10 00:00:00,server_003,48.87,47.01,39.67,30.5
2024-01-10 01:00:00,server_003,46.89,46.02,33.68,21.65
2024-01-10 02:00:00,server_003,45.62,45.39,36.01,30.63
2024-01-10 03:00:00,server_003,39.69,42.42,35.21,8.76
2024-01-10 04:00:00,server_003,40.91,43.03,10.96,33.72
2024-01-10 05:00:00,server_003,37.1,41.13,17.28,14.15
2024-01-10 06:00:00,server_003,34.99,40.07,35.87,11.68
2024-01-10 07:00:00,server_003,52.75,58.63,38.0,28.57
2024-01-10 08:00:00,server_003,80.56,76.53,55.31,52.25
2024-01-10 09:00:00,server_003,78.13,80.99,18.21,52.46
2024-01-10 10:00:00,server_003,92.41,88.14,62.24,55.86
2024-01-10 11:00:00,server_003,82.91,83.38,56.98,43.2
2024-01-10 12:00:00,server_003,78.49,81.17,41.89,44.6
2024-01-10 13:00:00,server_003,81.62,82.74,28.71,39.33
2024-01-10 14:00:00,server_003,74.0,78.93,48.28,43.56
2024-01-10 15:00:00,server_003,68.76,76.31,42.63,35.2
2024-01-10 16:00:00,server_003,87.43,85.64,47.6,26.45
2024-01-10 17:00:00,server_003,74.91,79.38,62.9,41.61
2024-01-10 18:00:00,server_003,51.85,58.18,38.8,34.53
2024-01-10 19:00:00,server_003,55.09,59.8,31.08,24.88
2024-01-10 20:00:00,server_003,61.08,62.79,29.14,28.15
2024-01-10 21:00:00,server_003,62.34,63.42,45.05,38.49
2024-01-10 22:00:00,server_003,43.91,44.53,32.38,14.02
2024-01-10 23:00:00,server_003,44.11,44.63,19.08,9.49
2024-01-11 00:00:00,server_003,45.97,45.56,22.44,21.16
2024-01-11 01:00:00,server_003,38.89,42.02,21.88,23.11
2024-01-11 02:00:00,server_003,37.04,41.1,17.53,7.12
